Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",,,2024-12-28T02:00:00Z,2024-12-30T02:00:00Z,,,,,,,,38.40
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LRYY616,2024-07-21T15:00:00Z,2025-03-09T11:00:00Z,DRIFTING_LONGLINES,FISHING,412330102,,BBKG6,2016-08-01T02:24:37Z,2025-03-22T02:41:16Z,1273.71
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LURONGYUANYU900,2024-07-08T15:00:00Z,2024-08-06T01:00:00Z,DRIFTING_LONGLINES,FISHING,412336913,,,2019-01-05T02:39:54Z,2025-07-18T23:45:34Z,454.86
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LURONGYUANYU139,2024-07-21T16:00:00Z,2025-06-07T15:00:00Z,DRIFTING_LONGLINES,FISHING,412331013,,BCFA4,2020-07-27T00:14:21Z,2025-07-17T15:00:22Z,993.96
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LIAOYUANYU101,2024-08-03T06:00:00Z,2024-08-04T20:00:00Z,DRIFTING_LONGLINES,FISHING,412549221,,BZZH,2019-11-04T02:38:15Z,2025-07-18T23:57:58Z,26.04
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,ZHONGSHUI806,2024-09-24T06:00:00Z,2025-02-20T23:00:00Z,DRIFTING_LONGLINES,FISHING,412326902,8629010,BZYJ3,2015-07-10T12:01:54Z,2025-07-18T23:51:13Z,213.49
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",FJI,WINFULL182,2024-09-25T00:00:00Z,2024-09-25T05:00:00Z,DRIFTING_LONGLINES,FISHING,520156000,,3DWT,2023-06-11T01:11:52Z,2025-07-18T20:09:53Z,5.81
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,ZHONGSHUI738,2025-02-05T05:00:00Z,2025-02-07T14:00:00Z,DRIFTING_LONGLINES,FISHING,412549004,,SSD,2023-12-13T17:30:40Z,2025-07-18T23:33:26Z,32.65
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,ZHONG SHUI 947,2024-12-11T23:00:00Z,2024-12-12T06:00:00Z,DRIFTING_LONGLINES,FISHING,412549947,1077464,BZZA4,2024-08-30T10:44:45Z,2025-07-18T23:59:52Z,5.53
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,SUI YUAN YU 36,2025-06-01T23:00:00Z,2025-06-06T15:00:00Z,DRIFTING_LONGLINES,FISHING,412499944,9873242,BZXE9,2025-02-28T22:45:14Z,2025-07-18T23:57:08Z,95.55
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,SUIYUANYU39,2024-12-26T23:00:00Z,2025-01-13T13:00:00Z,DRIFTING_LONGLINES,FISHING,412549287,9917282,BZWA25,2024-09-25T04:55:38Z,2025-07-18T23:54:56Z,79.81
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,ZHONGSHUI707,2025-05-30T23:00:00Z,2025-06-03T14:00:00Z,DRIFTING_LONGLINES,FISHING,412320023,8628937,BZZR6,2015-06-17T09:41:15Z,2025-07-18T23:59:45Z,67.84
