Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,RONGDAYANG28,2024-07-17T21:00:00Z,2024-10-27T15:00:00Z,DRIFTING_LONGLINES,FISHING,412328796,9679696,BBGA8,2023-05-25T08:21:59Z,2025-04-27T20:49:48Z,127.77
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LURONGYUANYU776,2024-10-24T15:00:00Z,2025-06-30T23:00:00Z,DRIFTING_LONGLINES,FISHING,412549261,9910856,BZVQ6,2022-12-02T10:36:07Z,2025-07-18T23:29:11Z,1337.30
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LURONGYUANYU900,2024-10-31T15:00:00Z,2025-06-14T17:00:00Z,DRIFTING_LONGLINES,FISHING,412336913,,,2019-01-05T02:39:54Z,2025-07-18T23:45:34Z,1368.29
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",VUT,GRAND EAST,2025-06-04T00:00:00Z,2025-06-20T10:00:00Z,DRIFTING_LONGLINES,FISHING,577319000,,YJUQ6,2018-08-31T01:42:09Z,2025-07-18T22:03:46Z,266.97
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,DE YU NO26,2024-07-14T22:00:00Z,2024-09-12T13:00:00Z,DRIFTING_LONGLINES,FISHING,416229600,,BG3685,2022-03-14T01:07:46Z,2025-07-18T23:52:48Z,849.83
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,SHEN LIAN CHENG 881,2025-01-22T00:00:00Z,2025-01-24T12:00:00Z,DRIFTING_LONGLINES,FISHING,412460114,,BZXD92,2020-04-30T11:17:18Z,2025-07-18T23:58:59Z,34.36
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,375 ORYONG,2024-09-23T17:00:00Z,2024-12-22T05:00:00Z,DRIFTING_LONGLINES,FISHING,441584000,9152179,DTBW2,2012-04-06T11:47:09Z,2025-07-18T23:58:09Z,402.73
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,MAAN YU FENG 3,2024-07-03T09:00:00Z,2024-07-15T16:00:00Z,DRIFTING_LONGLINES,FISHING,416003009,,BJ5009,2024-03-27T23:34:38Z,2024-10-26T22:02:06Z,222.50
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,HUNG WEN NO.322,2025-05-12T21:00:00Z,2025-06-30T23:00:00Z,DRIFTING_LONGLINES,FISHING,416005836,,BH3518,2021-06-30T07:01:16Z,2025-07-18T23:59:45Z,579.31
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,MAN YI FENG NO.66,2024-07-01T01:00:00Z,2024-09-27T18:00:00Z,DRIFTING_LONGLINES,FISHING,416195900,,BG4006,2024-04-08T05:57:20Z,2025-07-18T23:55:15Z,1590.48
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,ZHOUYUANYU202,2024-10-25T18:00:00Z,2025-02-25T07:00:00Z,DRIFTING_LONGLINES,FISHING,413404430,,BZ7UM,2015-03-21T01:06:49Z,2025-07-18T23:56:48Z,605.55
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,JIN YANG 808,2025-04-02T09:00:00Z,2025-04-04T01:00:00Z,DRIFTING_LONGLINES,FISHING,413322620,,BBLZ6,2025-02-23T06:51:21Z,2025-07-18T23:59:18Z,13.91
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,YI TIAN,2025-06-09T13:00:00Z,2025-06-10T03:00:00Z,DRIFTING_LONGLINES,FISHING,416142600,,BH3368,2025-02-24T02:26:33Z,2025-07-18T23:59:21Z,13.96
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,CHENG JHAN HSIANG,2024-12-15T05:00:00Z,2025-04-19T17:00:00Z,DRIFTING_LONGLINES,FISHING,416221900,,BG3969,2024-10-26T12:40:51Z,2025-07-18T23:55:26Z,1277.02
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,DONGWON NO.203,2024-09-02T23:00:00Z,2025-05-26T17:00:00Z,DRIFTING_LONGLINES,FISHING,440858000,8717805,DTDU,2012-01-01T00:00:17Z,2025-07-18T23:59:48Z,266.63
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,DONGWON NO.205,2025-05-02T23:00:00Z,2025-06-30T16:00:00Z,DRIFTING_LONGLINES,FISHING,440788000,8717817,DTDV,2012-01-01T01:39:08Z,2025-07-18T23:47:09Z,999.74
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,CHANG YI NO368,2025-02-17T01:00:00Z,2025-04-15T16:00:00Z,DRIFTING_LONGLINES,FISHING,416004248,,BG3706,2019-05-27T12:48:39Z,2025-07-18T23:57:22Z,330.64
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,HU YU 929,2024-12-31T17:00:00Z,2025-01-10T16:00:00Z,DRIFTING_LONGLINES,FISHING,412371208,,BZV9T,2015-05-15T23:45:55Z,2025-07-18T23:59:58Z,143.82
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,PANALOX505,2024-07-07T00:00:00Z,2025-05-08T17:00:00Z,DRIFTING_LONGLINES,FISHING,440549000,8916384,DTAV3,2012-01-01T01:36:08Z,2025-07-18T23:58:56Z,342.46
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,JIN SHENG NO.3,2024-11-04T10:00:00Z,2024-11-11T04:00:00Z,DRIFTING_LONGLINES,FISHING,412270001,,BZZY9,2021-10-21T09:06:54Z,2025-07-18T07:43:11Z,25.73
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,SHINYUNG NO.52,2024-07-07T02:00:00Z,2025-01-05T16:00:00Z,DRIFTING_LONGLINES,FISHING,440612000,8717984,6NJJ,2012-01-01T00:00:07Z,2025-07-18T23:58:12Z,850.12
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,XIN SHI JI 71,2024-12-02T12:00:00Z,2024-12-02T17:00:00Z,DRIFTING_LONGLINES,FISHING,412695560,,BZVZ2,2017-11-08T01:23:25Z,2025-07-18T23:50:30Z,5.10
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,HONG YANG 9,2025-04-08T15:00:00Z,2025-06-30T23:00:00Z,DRIFTING_LONGLINES,FISHING,412326799,,811,2014-12-04T12:03:49Z,2025-07-18T23:36:25Z,501.66
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,PANALOX NO.501,2024-07-07T04:00:00Z,2025-05-08T16:00:00Z,DRIFTING_LONGLINES,FISHING,440595000,8916358,DTAU9,2012-01-02T23:25:34Z,2025-07-18T23:58:25Z,357.47
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,SING MAN YI,2025-01-04T16:00:00Z,2025-01-31T18:00:00Z,DRIFTING_LONGLINES,FISHING,416002116,,BG3971,2024-04-05T07:34:59Z,2025-06-11T06:15:36Z,236.33
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",GRC,ZHOUYUANYU2601-4,2024-10-23T16:00:00Z,2025-02-25T16:00:00Z,DRIFTING_LONGLINES,FISHING,240700004,,BO12345,2024-09-03T22:52:08Z,2025-07-18T23:29:26Z,206.62
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,733 ORYONG,2024-11-30T22:00:00Z,2024-12-08T16:00:00Z,DRIFTING_LONGLINES,FISHING,440931000,9041112,6NSK,2012-01-01T00:01:41Z,2025-07-18T23:59:25Z,147.31
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",KOR,212 DONG W0N,2024-09-03T05:00:00Z,2025-06-30T17:00:00Z,DRIFTING_LONGLINES,FISHING,440620000,8843111,6NMC,2022-05-25T23:15:36Z,2025-07-18T23:58:32Z,623.45
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,JIN HUNG HSIAANG,2025-02-14T04:00:00Z,2025-06-30T23:00:00Z,DRIFTING_LONGLINES,FISHING,416002446,,BJ4795,2021-09-14T05:56:50Z,2025-07-18T23:52:01Z,878.51
