Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",JPN,SHOKIMARU NO.36,2025-02-10T04:00:00Z,2025-02-10T06:00:00Z,TUNA_PURSE_SEINES,FISHING,431159000,9066306,JIKD,2013-11-27T02:29:47Z,2025-07-16T04:07:26Z,1.10
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,SHUI HO CHENG 6,2025-01-13T21:00:00Z,2025-01-13T23:00:00Z,DRIFTING_LONGLINES,FISHING,416003869,8530269,BJ4527,2024-09-17T01:02:11Z,2025-01-23T00:49:07Z,2.09
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",JPN,TOKUEIMARU NO.17,2024-11-30T03:00:00Z,2024-11-30T23:00:00Z,POLE_AND_LINE,FISHING,431410000,9810745,7JXY,2020-03-05T06:36:46Z,2025-07-18T23:59:47Z,19.34
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",FSM,QUEEN ALEXANDRA 959,2024-07-04T10:00:00Z,2024-07-04T11:00:00Z,TUNA_PURSE_SEINES,FISHING,510073000,9703253,V6PQA2,2016-04-28T05:41:05Z,2025-06-30T04:07:51Z,0.17
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,SHEN LONG YU NO61,2024-10-24T07:00:00Z,2024-10-24T11:00:00Z,DRIFTING_LONGLINES,FISHING,416000775,,BJ3804,2024-01-13T10:36:16Z,2025-02-21T01:42:08Z,5.86
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",JPN,TOYOKUNI MARU NO.8,2025-01-14T20:00:00Z,2025-01-14T20:00:00Z,POLE_AND_LINE,FISHING,431722000,9115250,JEHR,2013-12-08T23:05:19Z,2025-07-18T23:59:53Z,0.27
