Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,JINN FWU TSAIR NO.66,2024-12-25T11:00:00Z,2025-02-12T16:00:00Z,DRIFTING_LONGLINES,FISHING,416002291,,BJ4785,2017-09-16T00:32:33Z,2025-07-18T23:50:04Z,1045.50
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,YONG FU FA NO 18,2024-08-02T07:00:00Z,2024-08-09T05:00:00Z,DRIFTING_LONGLINES,FISHING,416006662,,BJ-5171,2021-03-11T02:13:17Z,2024-08-21T02:19:32Z,164.24
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,JIN MAN FU NO10,2024-12-26T11:00:00Z,2025-06-30T23:00:00Z,DRIFTING_LONGLINES,FISHING,416004375,,BJ5091,2024-06-12T09:04:10Z,2025-07-18T22:19:12Z,2809.10
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",JPN,SHOEIMARU NO.7,2024-11-11T17:00:00Z,2025-02-19T15:00:00Z,DRIFTING_LONGLINES,FISHING,431700260,9120023,JQTN,2012-01-01T00:05:16Z,2025-07-18T23:55:16Z,76.98
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,TIEN FA TSAI NO99,2025-01-22T12:00:00Z,2025-02-12T22:00:00Z,DRIFTING_LONGLINES,FISHING,416000737,,,2022-02-19T00:54:44Z,2025-07-05T00:33:12Z,398.81
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,SHENG CHI HUI NO.7,2024-10-07T16:00:00Z,2024-11-19T15:00:00Z,DRIFTING_LONGLINES,FISHING,416002973,,BK6511,2017-07-10T01:30:21Z,2025-07-18T22:28:27Z,886.44
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,,2025-06-06T19:00:00Z,2025-06-30T23:00:00Z,DRIFTING_LONGLINES,FISHING,416000598,,BJ4597,2017-04-11T15:09:50Z,2025-05-15T06:19:30Z,535.53
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,YONG FU FA N@.18,2025-01-09T11:00:00Z,2025-01-17T00:00:00Z,DRIFTING_LONGLINES,FISHING,416006662,,BG4049,2024-10-15T06:23:53Z,2025-07-18T23:26:08Z,171.59
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,HSIN MING TSAI NO6,2025-01-10T03:00:00Z,2025-06-30T23:00:00Z,DRIFTING_LONGLINES,FISHING,416154700,,BJ4561,2017-01-18T05:45:43Z,2025-07-18T23:56:11Z,2615.01
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,JIN CHUAN YI,2025-03-09T14:00:00Z,2025-03-29T18:00:00Z,DRIFTING_LONGLINES,FISHING,416001567,,BG3869,2025-02-06T03:44:47Z,2025-07-18T23:56:26Z,434.08
