Time Range,Flag,Vessel Name,Entry Timestamp,Exit Timestamp,Gear Type,Vessel Type,MMSI,IMO,CallSign,First Transmission Date,Last Transmission Date,Apparent Fishing Hours
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,RONGDAYANG28,2024-07-26T00:00:00Z,2024-08-05T00:00:00Z,DRIFTING_LONGLINES,FISHING,412328796,9679696,BBGA8,2023-05-25T08:21:59Z,2025-04-27T20:49:48Z,130.84
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,SAN SHENG FA NO TIEN,2025-01-01T03:00:00Z,2025-01-30T19:00:00Z,DRIFTING_LONGLINES,FISHING,416069700,,BJ4591,2021-09-09T08:03:52Z,2025-07-18T23:43:47Z,166.64
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LIAOYUANYU101,2024-07-11T07:00:00Z,2024-08-15T18:00:00Z,DRIFTING_LONGLINES,FISHING,412549221,,BZZH,2019-11-04T02:38:15Z,2025-07-18T23:57:58Z,214.65
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LURONGYUANYU776,2024-09-02T20:00:00Z,2024-09-03T14:00:00Z,DRIFTING_LONGLINES,FISHING,412549261,9910856,BZVQ6,2022-12-02T10:36:07Z,2025-07-18T23:29:11Z,18.28
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LURONGYUANYU900,2024-07-01T00:00:00Z,2024-09-06T10:00:00Z,DRIFTING_LONGLINES,FISHING,412336913,,,2019-01-05T02:39:54Z,2025-07-18T23:45:34Z,823.51
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LRYY616,2024-07-01T00:00:00Z,2025-03-01T13:00:00Z,DRIFTING_LONGLINES,FISHING,412330102,,BBKG6,2016-08-01T02:24:37Z,2025-03-22T02:41:16Z,511.52
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,LURONGYUANYU139,2024-07-01T00:00:00Z,2025-06-30T19:00:00Z,DRIFTING_LONGLINES,FISHING,412331013,,BCFA4,2020-07-27T00:14:21Z,2025-07-17T15:00:22Z,1810.56
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",FJI,OCEAN BOUNTIFULNO338,2024-08-29T17:00:00Z,2025-01-15T11:00:00Z,DRIFTING_LONGLINES,FISHING,520225000,,,2014-07-25T07:33:55Z,2025-07-14T20:08:25Z,689.81
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",CHN,SHEN LIAN CHENG 881,2025-06-20T02:00:00Z,2025-06-30T14:00:00Z,DRIFTING_LONGLINES,FISHING,412460114,,BZXD92,2020-04-30T11:17:18Z,2025-07-18T23:58:59Z,139.52
"2024-07-01T00:00:00.000Z,2025-07-01T00:00:00.000Z",TWN,SAN SHENG FA NO.3,2024-12-26T15:00:00Z,2025-01-01T15:00:00Z,SET_LONGLINES,FISHING,416193900,,BJ4737,2015-05-07T11:39:13Z,2025-02-03T06:51:06Z,132.95
