flag,vessel_name,mmsi,imo,fishing_hours,fishing_area
CHN,LUYUAN23,412326875.0,,100.97,hsp5
CHN,LUYUAN23,412326875,,5128.01,png_eez
CHN,LUYUAN23,412326875.0,,21.82,fiji_eez
CHN,LUYUAN23,412326875,,2.47,solomon_islands_eez
CHN,LUYUAN24,412326876,,374.45,hsp4
CHN,LUYUAN24,412326876.0,,94.73,hsp5
CHN,LUYUAN24,412326876,,5046.75,png_eez
CHN,LUYUAN24,412326876.0,,15.75,fiji_eez
CHN,NINGTAI717,412549269,8778770.0,6.76,hsp3
CHN,PING TAI RONG 13,412420238,,6.94,hsp7
CHN,PING TAI RONG 318,412421091.0,,13.93,fiji_eez
CHN,PING TAI RONG 9,412420236,,104.86,hsp7
CHN,PING TAIRONG 25,412420583.0,,9.91,fiji_eez
CHN,PINGTAIRONG39,412420237,,7.18,hsp7
CHN,PINGTAIRONG71,412420821,,109.23,hsp3
CHN,PINGTAIRONG79,412420942,,11.42,tonga_eez
CHN,PINGTAIRONG79,412420942.0,,8.39,fiji_eez
CHN,PINGTAIRONG89@B,412420946.0,,5.41,fiji_eez
CHN,PTR31,412420239,,4.4,hsp7
CHN,RONG HENG 13,412354269,8689230.0,5.35,tonga_eez
CHN,RONG HENG 13,412354269.0,8689230.0,0.6,fiji_eez
CHN,RONG HENG 87,412354264.0,8690356.0,10.53,fiji_eez
CHN,RONGDAYANG19,412328797,,116.7,hsp4
CHN,RONGDAYANG19,412328797,,324.59,hsp7
CHN,RONGDAYANG19,412328797,,103.94,hsp6
CHN,RONGDAYANG19,412328797,,1181.5,kirbati2_eez
CHN,RONGDAYANG19,412328797,,2151.35,tuvalu_eez
CHN,RONGDAYANG19,412328797,,102.37,kiribati1_eez
CHN,RONGDAYANG28,412328796,9679696.0,130.84,hsp4
CHN,RONGDAYANG28,412328796,,123.81,hsp7
CHN,RONGDAYANG28,412328796,9679696.0,127.77,hsp6
CHN,RONGDAYANG28,412328796,,354.92,kirbati2_eez
CHN,RONGDAYANG28,412328796.0,9679696.0,4.38,fiji_eez
CHN,RONGDAYANG28,412328796,9679696.0,855.88,tuvalu_eez
CHN,RONGDAYANG28,412328796,9679696.0,4.12,kiribati1_eez
CHN,RONGDAYANG29,412328795,,2.23,hsp4
CHN,RONGDAYANG29,412328795,,39.0,hsp7
CHN,RONGDAYANG29,412328795,,104.19,hsp6
CHN,RONGDAYANG29,412328795,,432.06,kirbati2_eez
CHN,RONGDAYANG29,412328795,,181.28,tuvalu_eez
CHN,RONGDAYANG29,412328795,,1401.0,tuvalu_eez
CHN,RONGDAYANG29,412328795,,119.38,kiribati1_eez
CHN,RONGDAYANG9,413322630.0,,1348.99,vanuatu_eez
CHN,RUNDA3,412328793,,53.91,hsp4
CHN,RUNDA3,412328793.0,,433.38,hsp5
CHN,RUNDA3,412328793,,1074.49,hsp7
CHN,RUNDA3,412328793,,1635.66,hsp6
CHN,RUNDA3,412328793.0,,0.26,fiji_eez
CHN,RUNDA3,412328793,,1984.5,tuvalu_eez
CHN,SHEN GANG FA 15,412460281,,1054.03,fsm_eez
CHN,SHEN GANG FA 15,412460281,,500.47,png_eez
CHN,SHEN GANG FA 16,412460282,,1307.99,fsm_eez
CHN,SHEN GANG FA 16,412460282,,1746.86,png_eez
CHN,SHEN GANG FA 17,412460283,,330.63,fsm_eez
CHN,SHEN GANG FA 18,412460284,,829.19,hsp4
CHN,SHEN GANG FA 18,412460284,,1613.76,fsm_eez
CHN,SHEN GANG FA 18,412460284,,1494.37,png_eez
CHN,SHEN GANG FA 19,412460285,,48.36,hsp4
CHN,SHEN GANG FA 19,412460285,,2332.84,fsm_eez
CHN,SHEN GANG FA 19,412460285,,1500.67,png_eez
CHN,SHEN GANG FA 715,412460286,,47.33,hsp4
CHN,SHEN GANG FA 715,412460286,,4068.54,fsm_eez
CHN,SHEN GANG FA 715,412460286,,1809.59,png_eez
CHN,SHEN GANG FA 716,412460287,,48.1,hsp4
CHN,SHEN GANG FA 716,412460287,,3372.0,fsm_eez
CHN,SHEN GANG FA 716,412460287,,1604.48,png_eez
CHN,SHEN GANG FA 718,412460288,,3245.92,fsm_eez
CHN,SHEN GANG FA 718,412460288,,2130.14,png_eez
CHN,SHEN GANG FA 719,412460289,,205.79,hsp4
CHN,SHEN GANG FA 719,412460289,,342.62,fsm_eez
CHN,SHEN GANG FA 719,412460289,,3103.22,fsm_eez
CHN,SHEN GANG FA 719,412460289,,1600.46,png_eez
CHN,SHEN GANG FA 719,412460289,,202.9,png_eez
CHN,SHEN LIAN CHENG 602,412549621,1076680.0,1616.56,rmi_eez
CHN,SHEN LIAN CHENG 602,412549621,1076680.0,0.33,fsm_eez
CHN,SHEN LIAN CHENG 603,412549622,1076707.0,1547.37,rmi_eez
CHN,SHEN LIAN CHENG 710,412699440,,853.86,rmi_eez
CHN,SHEN LIAN CHENG 710,412699440,,11.99,fsm_eez
CHN,SHEN LIAN CHENG 783,412474535,,1596.28,rmi_eez
CHN,SHEN LIAN CHENG 784,412475079,,2700.02,rmi_eez
CHN,SHEN LIAN CHENG 785,412475113,,2781.99,rmi_eez
CHN,SHEN LIAN CHENG 785,412475113,,0.36,fsm_eez
CHN,SHEN LIAN CHENG 788,412549142,9896581.0,2428.54,rmi_eez
CHN,SHEN LIAN CHENG 788,412549142,9896581.0,0.18,fsm_eez
CHN,SHEN LIAN CHENG 791,412421077,,1559.59,rmi_eez
CHN,SHEN LIAN CHENG 792,412421081,,3404.98,rmi_eez
CHN,SHEN LIAN CHENG 793,412421109,,3143.08,rmi_eez
CHN,SHEN LIAN CHENG 796,412549006,,2636.16,rmi_eez
CHN,SHEN LIAN CHENG 796,412549006,,3.84,fsm_eez
CHN,SHEN LIAN CHENG 797,412549007,,4026.32,rmi_eez
CHN,SHEN LIAN CHENG 881,412460114,,139.52,hsp4
CHN,SHEN LIAN CHENG 881,412460114,,34.36,hsp6
CHN,SHEN LIAN CHENG 881,412460114,,447.81,fsm_eez
CHN,SHEN LIAN CHENG 881,412460114,,997.83,kiribati1_eez
CHN,SHEN LIAN CHENG 882,412460115,,19.01,hsp4
CHN,SHEN LIAN CHENG 882,412460115,,343.11,hsp7
CHN,SHEN LIAN CHENG 882,412460115,,47.85,hsp6
CHN,SHEN LIAN CHENG 882,412460115,,1358.22,fsm_eez
CHN,SHEN LIAN CHENG 882,412460115,,524.61,kirbati2_eez
CHN,SHEN LIAN CHENG 882,412460115,,6.76,tuvalu_eez
CHN,SHEN LIAN CHENG 883,412460116,,172.86,kirbati2_eez
CHN,SHENGANGFA17@17,412460283,,15.58,hsp4
CHN,SHENGANGFA17@17,412460283,,607.59,png_eez
CHN,SHENGANGFA720,412463406,,3661.45,fsm_eez
CHN,SHENGANGFA720,412463406,,2201.13,png_eez
CHN,SHENLIANCHENG601,412698170,9990492.0,3242.86,rmi_eez
CHN,SHENLIANCHENG601,412698170,9990492.0,3.48,fsm_eez
CHN,SHENLIANCHENG7,412549141,9896555.0,2513.3,rmi_eez
CHN,SHENLIANCHENG7,412549141,9896555.0,0.52,fsm_eez
CHN,SHENLIANCHENG760,412460054,,2765.64,rmi_eez
CHN,SHENLIANCHENG761,412460055,8655162.0,1771.05,rmi_eez
CHN,SHENLIANCHENG781,412468636,,2865.8,rmi_eez
CHN,SHENLIANCHENG781,412468636,,29.36,hsp1
CHN,SHENLIANCHENG781,412468636,,21.82,fsm_eez
CHN,SHENLIANCHENG786,412475114,,2840.76,rmi_eez
CHN,SHENLIANCHENG786,412475114,,0.28,fsm_eez
CHN,SHENLIANCHENG790,412699520,9987940.0,3141.64,rmi_eez
CHN,SHENLIANCHENG885,412460118,,427.29,kirbati2_eez
CHN,SHUN DA8,413204940.0,,0.39,fiji_eez
CHN,SHUN FA 8,412549219,9289221.0,61.0,rmi_eez
CHN,SHUN FA 8,412549219,9289221.0,435.62,nauru_eez
CHN,SHUN FA 8,412549219,9289221.0,113.2,tuvalu_eez
CHN,SHUN FA 8,412549219,9289221.0,329.97,kiribati1_eez
CHN,SHUN FA 8,412549219,9289221.0,15.05,solomon_islands_eez
CHN,SLC783,412474535,,552.17,rmi_eez
CHN,SLC783,412474535,,51.18,fsm_eez
CHN,SLC884,412460117,,32.77,hsp6
CHN,SLC884,412460117,,1148.0,kiribati1_eez
CHN,SUI YUAN YU 32,412460297.0,,1967.18,vanuatu_eez
CHN,SUI YUAN YU 32,412460297,,2.15,hsp4
CHN,SUI YUAN YU 32,412460297.0,,92.79,hsp5
CHN,SUI YUAN YU 32,412460297,,480.74,hsp7
CHN,SUI YUAN YU 32,412460297.0,,61.46,fiji_eez
CHN,SUI YUAN YU 33,412499942.0,9873228.0,356.55,vanuatu_eez
CHN,SUI YUAN YU 33,412499942.0,9873228.0,5.57,fiji_eez
CHN,SUI YUAN YU 35,412499943,,9.25,tonga_eez
CHN,SUI YUAN YU 35,412499943.0,,3120.23,vanuatu_eez
CHN,SUI YUAN YU 35,412499943.0,,188.43,hsp5
CHN,SUI YUAN YU 35,412499943.0,,31.14,fiji_eez
CHN,SUI YUAN YU 36,412499944.0,9873242.0,369.49,vanuatu_eez
CHN,SUI YUAN YU 36,412499944.0,9873242.0,95.55,hsp5
CHN,SUI YUAN YU 36,412499944.0,9873242.0,4.38,fiji_eez
CHN,SUIYUANYU30,412460295.0,,2436.83,vanuatu_eez
CHN,SUIYUANYU30,412460295,,379.11,hsp4
CHN,SUIYUANYU30,412460295.0,,194.33,hsp5
CHN,SUIYUANYU30,412460295.0,,21.57,fiji_eez
CHN,SUIYUANYU30,412460295,,41.41,kiribati1_eez
CHN,SUIYUANYU30,412460295,,3.64,solomon_islands_eez
CHN,SUIYUANYU31,412460296.0,,1645.98,vanuatu_eez
CHN,SUIYUANYU31,412460296,,121.63,hsp4
CHN,SUIYUANYU31,412460296.0,,175.86,hsp5
CHN,SUIYUANYU31,412460296,,550.36,hsp7
CHN,SUIYUANYU31,412460296.0,,11.11,fiji_eez
CHN,SUIYUANYU33,412499942,,1.53,tonga_eez
CHN,SUIYUANYU33,412499942.0,,92.24,vanuatu_eez
CHN,SUIYUANYU33,412499942.0,,11.52,fiji_eez
CHN,SUIYUANYU36,412499944,,26.15,tonga_eez
CHN,SUIYUANYU36,412499944.0,,769.94,vanuatu_eez
CHN,SUIYUANYU36,412499944.0,,201.31,hsp5
CHN,SUIYUANYU36,412499944.0,,7.69,fiji_eez
CHN,SUIYUANYU38,412549286.0,9917270.0,1202.71,vanuatu_eez
CHN,SUIYUANYU38,412549286.0,9917270.0,37.3,hsp5
CHN,SUIYUANYU38,412549286.0,9917270.0,15.61,fiji_eez
CHN,SUIYUANYU39,412549287.0,9917282.0,1170.79,vanuatu_eez
CHN,SUIYUANYU39,412549287.0,9917282.0,79.81,hsp5
CHN,SUIYUANYU39,412549287.0,9917282.0,10.13,fiji_eez
CHN,SUIYUANYU40,412549288,,8.15,tonga_eez
CHN,SUIYUANYU40,412549288.0,,998.06,vanuatu_eez
CHN,SUIYUANYU40,412549288.0,,95.26,hsp5
CHN,SUIYUANYU40,412549288.0,,61.53,fiji_eez
CHN,SYY30-2023-01,412302301.0,,2450.75,vanuatu_eez
CHN,SYY30-2023-01,412302301,,295.64,hsp4
CHN,SYY30-2023-01,412302301.0,,243.26,hsp5
CHN,SYY30-2023-01,412302301,,30.64,kiribati1_eez
CHN,SYY30-2023-01,412302301,,3.59,solomon_islands_eez
CHN,SYY30-2023-02,412302302.0,,2390.19,vanuatu_eez
CHN,SYY30-2023-02,412302302.0,,306.07,hsp5
CHN,SYY30-2023-03,412302303.0,,775.44,vanuatu_eez
CHN,SYY30-2023-04,412302304.0,,1678.66,vanuatu_eez
CHN,SYY30-2023-04,412302304,,385.49,hsp4
CHN,SYY30-2023-04,412302304.0,,182.29,hsp5
CHN,SYY30-2023-04,412302304,,25.17,kiribati1_eez
CHN,SYY30-2023-04,412302304,,2.53,solomon_islands_eez
CHN,SYY30-2023-05,412302305.0,,2426.04,vanuatu_eez
CHN,SYY30-2023-05,412302305,,409.84,hsp4
CHN,SYY30-2023-05,412302305.0,,197.55,hsp5
CHN,SYY30-2023-05,412302305,,53.99,kiribati1_eez
CHN,SYY30-2023-05,412302305,,6.72,solomon_islands_eez
CHN,SYY30-2023-06,412302306.0,,1928.93,vanuatu_eez
CHN,SYY30-2023-06,412302306,,241.23,hsp4
CHN,SYY30-2023-06,412302306.0,,126.04,hsp5
CHN,SYY30-2023-06,412302306,,32.7,kiribati1_eez
CHN,SYY31-2023-01,412312301.0,,754.71,vanuatu_eez
CHN,SYY31-2023-01,412312301,,72.7,hsp4
CHN,SYY31-2023-01,412312301.0,,91.01,hsp5
CHN,SYY31-2023-01,412312301,,355.86,hsp7
CHN,SYY31-2023-02,412312302.0,,1755.45,vanuatu_eez
CHN,SYY31-2023-02,412312302,,609.47,hsp4
CHN,SYY31-2023-02,412312302.0,,42.29,hsp5
CHN,SYY31-2023-02,412312302,,216.77,hsp7
CHN,SYY31-2023-02,412312302,,1.65,solomon_islands_eez
CHN,SYY31-2023-03,412312303.0,,1899.49,vanuatu_eez
CHN,SYY31-2023-03,412312303,,691.89,hsp4
CHN,SYY31-2023-03,412312303.0,,85.98,hsp5
CHN,SYY31-2023-03,412312303,,259.12,hsp7
CHN,SYY31-2023-03,412312303,,2.06,solomon_islands_eez
CHN,SYY31-2023-05,412312305,,288.35,hsp4
CHN,SYY35-2023-02,412352302.0,,1170.51,vanuatu_eez
CHN,SYY35-2023-02,412352302.0,,163.59,hsp5
CHN,SYY36-2023-01,412362301.0,,1085.85,vanuatu_eez
CHN,SYY36-2023-01,412362301.0,,142.63,hsp5
CHN,SYY36-2023-01,412362301.0,,0.52,fiji_eez
CHN,SYY36-2023-03,412362303.0,,688.96,vanuatu_eez
CHN,SYY38-2023-01,412382301.0,,1022.65,vanuatu_eez
CHN,SYY38-2023-01,412382301.0,,21.33,hsp5
CHN,SYY38-2023-03,412382303.0,,1414.86,vanuatu_eez
CHN,SYY38-2023-03,412382303.0,,51.11,hsp5
CHN,SYY38-2023-05,412382305.0,,1448.42,vanuatu_eez
CHN,SYY38-2023-05,412382305.0,,55.86,hsp5
CHN,SYY39-2023-01,412392301.0,,1332.75,vanuatu_eez
CHN,SYY39-2023-01,412392301.0,,96.83,hsp5
CHN,TAI LONG 9,412549536,9947940.0,9.95,png_eez
CHN,TAI LONG 9,412549536,9947940.0,23.02,kiribati1_eez
CHN,TAI LONG 9,412549536,9947940.0,19.66,solomon_islands_eez
CHN,TIANXIANG168,412300365.0,,1651.58,vanuatu_eez
CHN,TIANXIANG168,412300365.0,,83.3,hsp5
CHN,TIANXIANG168,412300365.0,,130.09,fiji_eez
CHN,XIANG FA 8,412549243,8996279.0,5.08,rmi_eez
CHN,XIANG FA 8,412549243,8996279.0,7.86,nauru_eez
CHN,XIANG FA 8,412549243,8996279.0,3.76,hsp4
CHN,XIANG FA 8,412549243,8996279.0,112.61,kiribati1_eez
CHN,XIN SHI JI 17 HAO,412679210,,42.84,hsp7
CHN,XIN SHI JI 17 HAO,412679210,,94.77,hsp6
CHN,XIN SHI JI 17 HAO,412679210,,1494.49,kirbati2_eez
CHN,XIN SHI JI 17 HAO,412679210.0,,4.09,fiji_eez
CHN,XIN SHI JI 17 HAO,412679210,,2.77,tuvalu_eez
CHN,XIN SHI JI 17 HAO,412679210,,71.95,kiribati1_eez
CHN,XIN SHI JI 36,412674190,9971161.0,0.65,hsp3
CHN,XIN SHI JI 62,412549055,9890018.0,503.97,hsp7
CHN,XIN SHI JI 62,412549055,9890018.0,136.17,hsp6
CHN,XIN SHI JI 62,412549055,9890018.0,1790.34,kirbati2_eez
CHN,XIN SHI JI 62,412549055,9890018.0,480.22,kiribati1_eez
CHN,XIN SHI JI 65,412421134,,208.82,hsp6
CHN,XIN SHI JI 65,412421134,,2054.03,kirbati2_eez
CHN,XIN SHI JI 65,412421134,,1500.46,kiribati1_eez
CHN,XIN SHI JI 66,412421136,,2.27,hsp7
CHN,XIN SHI JI 66,412421136,,103.18,hsp6
CHN,XIN SHI JI 66,412421136,,974.4,kirbati2_eez
CHN,XIN SHI JI 66,412421136,,1382.12,kiribati1_eez
CHN,XIN SHI JI 7,412985000.0,,0.45,fiji_eez
CHN,XIN SHI JI 71,412695560,,86.09,hsp7
CHN,XIN SHI JI 71,412695560,,5.1,hsp6
CHN,XIN SHI JI 71,412695560,,601.05,kirbati2_eez
CHN,XIN SHI JI 71,412695560,,484.58,kiribati1_eez
CHN,XIN SHI JI 73,412695580,,489.7,hsp7
CHN,XIN SHI JI 73,412695580,,66.27,hsp6
CHN,XIN SHI JI 73,412695580,,447.48,kirbati2_eez
CHN,XIN SHI JI 73,412695580,,555.97,kiribati1_eez
CHN,XIN SHI JI 75,412695590,,0.39,hsp3
CHN,XIN SHI JI 75,412695590,,0.35,hsp7
CHN,XIN SHI JI 75,412695590,,63.24,hsp6
CHN,XIN SHI JI 75,412695590,,1229.11,kirbati2_eez
CHN,XIN SHI JI 75,412695590,,1295.24,kiribati1_eez
CHN,XIN SHI JI 78,412695630,,447.18,hsp7
CHN,XIN SHI JI 78,412695630,,90.54,hsp6
CHN,XIN SHI JI 78,412695630,,1075.88,kirbati2_eez
CHN,XIN SHI JI 78,412695630,,282.71,kiribati1_eez
CHN,XIN SHI JI 79,412695640,,495.2,hsp7
CHN,XIN SHI JI 79,412695640,,2738.61,kirbati2_eez
CHN,XIN SHI JI 80,412695650,,47.72,hsp7
CHN,XIN SHI JI 80,412695650,,121.61,hsp6
CHN,XIN SHI JI 80,412695650,,821.31,kirbati2_eez
CHN,XIN SHI JI 80,412695650,,1286.95,kiribati1_eez
CHN,XIN SHI JI 81,412695660,,0.85,hsp3
CHN,XIN SHI JI 81,412695660,,444.54,hsp7
CHN,XIN SHI JI 81,412695660,,362.67,kirbati2_eez
CHN,XIN SHI JI 83,412695680,,1.75,hsp3
CHN,XIN SHI JI 83,412695680,,34.26,hsp7
CHN,XIN SHI JI 83,412695680,,540.21,kirbati2_eez
CHN,XIN SHI JI NO.67,412992000,,10.98,hsp7
CHN,XIN SHI JI157,412420892,,331.09,hsp7
CHN,XIN SHI JI157,412420892,,172.31,kirbati2_eez
CHN,XIN SHI JI87,412993000,,296.97,hsp4
CHN,XIN SHI JI87,412993000,,40.2,hsp7
CHN,XIN SHI JI87,412993000,,2.49,hsp6
CHN,XIN SHI JI87,412993000,,69.51,kirbati2_eez
CHN,XIN SHI JI87,412993000.0,,11.29,fiji_eez
CHN,XIN SHI JI87,412993000,,30.15,tuvalu_eez
CHN,XIN SHI JI87,412993000,,440.23,kiribati1_eez
CHN,XINSHIJI 111,412420918,,199.33,rmi_eez
CHN,XINSHIJI 111,412420918,,102.14,nauru_eez
CHN,XINSHIJI 111,412420918,,7.86,tuvalu_eez
CHN,XINSHIJI 111,412420918,,607.11,kiribati1_eez
CHN,XINSHIJI 111,412420918,,9.79,solomon_islands_eez
CHN,XINSHIJI158,412420893,,333.23,hsp7
CHN,XINSHIJI158,412420893,,291.54,kirbati2_eez
CHN,XINSHIJI36,412674190,9971161.0,33.53,hsp7
CHN,XINSHIJI36,412674190,9971161.0,472.97,kirbati2_eez
CHN,XINSHIJI37,412989000,,0.7,hsp3
CHN,XINSHIJI37,412989000,,124.86,hsp7
CHN,XINSHIJI37,412989000,,501.05,kirbati2_eez
CHN,XINSHIJI70,412695550,,167.38,hsp7
CHN,XINSHIJI70,412695550,,467.87,kirbati2_eez
CHN,XINSHIJI77,412695620,,238.72,hsp7
CHN,XINSHIJI77,412695620,,299.95,kirbati2_eez
CHN,XINSHIJI77,412695620,,32.62,kiribati1_eez
CHN,XINSHIJI7HAO,412985000,,709.83,hsp4
CHN,XINSHIJI7HAO,412985000,,65.23,hsp7
CHN,XINSHIJI7HAO,412985000,,42.12,hsp6
CHN,XINSHIJI7HAO,412985000,,738.27,kirbati2_eez
CHN,XINSHIJI7HAO,412985000,,211.79,tuvalu_eez
CHN,XINSHIJI7HAO,412985000,,1135.59,kiribati1_eez
CHN,XINSHIJI82,412695670,,2.99,hsp7
CHN,XINSHIJI82,412695670,,541.6,kirbati2_eez
CHN,ZH0NG YANG 22,412463904,,303.84,hsp7
CHN,ZH0NG YANG 22,412463904.0,,26.56,fiji_eez
CHN,ZHONG RONG 32,412326882,,372.46,hsp4
CHN,ZHONG RONG 32,412326882.0,,2.82,hsp5
CHN,ZHONG RONG 32,412326882,,5657.02,png_eez
CHN,ZHONG RONG 32,412326882.0,,12.26,fiji_eez
CHN,ZHONG SHUI 777,412549264.0,9910026.0,649.18,vanuatu_eez
CHN,ZHONG SHUI 777,412549264.0,9910026.0,140.71,hsp5
CHN,ZHONG SHUI 777,412549264,9910026.0,507.81,hsp7
CHN,ZHONG SHUI 777,412549264.0,9910026.0,72.46,fiji_eez
CHN,ZHONG SHUI 777,412549264,9910026.0,897.42,solomon_islands_eez
CHN,ZHONG SHUI 787,412549265.0,9910038.0,856.74,vanuatu_eez
CHN,ZHONG SHUI 787,412549265.0,9910038.0,116.5,hsp5
CHN,ZHONG SHUI 787,412549265,9910038.0,1334.48,hsp7
CHN,ZHONG SHUI 787,412549265,9910038.0,62.17,hsp6
CHN,ZHONG SHUI 787,412549265.0,9910038.0,5.54,fiji_eez
CHN,ZHONG SHUI 787,412549265,9910038.0,1362.16,solomon_islands_eez
CHN,ZHONG SHUI 797,412549266.0,9910040.0,706.56,vanuatu_eez
CHN,ZHONG SHUI 797,412549266,9910040.0,4.0,hsp4
CHN,ZHONG SHUI 797,412549266.0,9910040.0,72.0,hsp5
CHN,ZHONG SHUI 797,412549266.0,9910040.0,40.8,fiji_eez
CHN,ZHONG SHUI 797,412549266,9910040.0,1216.4,solomon_islands_eez
CHN,ZHONG SHUI 808,412326904.0,8629034.0,783.28,vanuatu_eez
CHN,ZHONG SHUI 808,412326904,8629034.0,433.34,hsp7
CHN,ZHONG SHUI 808,412326904.0,8629034.0,22.88,fiji_eez
CHN,ZHONG SHUI 808,412326904,8629034.0,1948.51,solomon_islands_eez
CHN,ZHONG SHUI 947,412549947,1077464.0,1.17,hsp2
CHN,ZHONG SHUI 947,412549947.0,1077464.0,5.53,hsp5
CHN,ZHONG SHUI 947,412549947,1077464.0,940.95,hsp7
CHN,ZHONG SHUI 947,412549947,1077464.0,2.55,png_eez
CHN,ZHONG SHUI 947,412549947.0,1077464.0,25.57,fiji_eez
CHN,ZHONG SHVI 758,412549008.0,9865295.0,2853.35,vanuatu_eez
CHN,ZHONG SHVI 758,412549008.0,9865295.0,206.54,hsp5
CHN,ZHONG SHVI 758,412549008.0,9865295.0,100.29,fiji_eez
CHN,ZHONG SHVI 758,412549008,9865295.0,1495.84,solomon_islands_eez
CHN,ZHONG TAI NO.3,412270024,9261528.0,371.87,rmi_eez
CHN,ZHONG TAI NO.3,412270024,9261528.0,622.54,nauru_eez
CHN,ZHONG TAI NO.3,412270024,9261528.0,2.65,hsp4
CHN,ZHONG TAI NO.3,412270024,9261528.0,1416.5,kiribati1_eez
CHN,ZHONG TAI NO.3,412270024,9261528.0,167.02,solomon_islands_eez
CHN,ZHONG YANG 16,412460061,,71.44,hsp7
CHN,ZHONGRONG 33,412326881,,981.29,hsp4
CHN,ZHONGRONG 33,412326881.0,,23.8,hsp5
CHN,ZHONGRONG 33,412326881,,4886.3,png_eez
CHN,ZHONGRONG 33,412326881.0,,10.22,fiji_eez
CHN,ZHONGRONG 33,412326881,,0.32,solomon_islands_eez
CHN,ZHONGRONG15,412320028.0,,1238.23,vanuatu_eez
CHN,ZHONGRONG15,412320028.0,,61.41,hsp5
CHN,ZHONGRONG15,412320028.0,,29.65,fiji_eez
CHN,ZHONGSHUI 705,413344000.0,8628951.0,4005.91,vanuatu_eez
CHN,ZHONGSHUI 705,413344000.0,8628951.0,358.72,hsp5
CHN,ZHONGSHUI 705,413344000.0,8628951.0,71.77,fiji_eez
CHN,ZHONGSHUI 706,413345000.0,8628963.0,5361.49,vanuatu_eez
CHN,ZHONGSHUI 706,413345000.0,8628963.0,187.62,hsp5
CHN,ZHONGSHUI 706,413345000.0,8628963.0,68.78,fiji_eez
CHN,ZHONGSHUI 708,412320024.0,8628975.0,3548.78,vanuatu_eez
CHN,ZHONGSHUI 708,412320024.0,8628975.0,339.75,hsp5
CHN,ZHONGSHUI 708,412320024,8628975.0,1527.62,hsp7
CHN,ZHONGSHUI 708,412320024.0,8628975.0,31.6,fiji_eez
CHN,ZHONGSHUI 737,412328758.0,9686106.0,479.75,vanuatu_eez
CHN,ZHONGSHUI 737,412328758.0,9686106.0,105.47,hsp5
CHN,ZHONGSHUI 737,412328758,9686106.0,470.72,hsp7
CHN,ZHONGSHUI 737,412328758.0,9686106.0,42.63,fiji_eez
CHN,ZHONGSHUI 737,412328758,9686106.0,2500.98,solomon_islands_eez
CHN,ZHONGSHUI 748,412549005.0,,2169.24,vanuatu_eez
CHN,ZHONGSHUI 748,412549005.0,,113.52,hsp5
CHN,ZHONGSHUI 748,412549005.0,,140.21,fiji_eez
CHN,ZHONGSHUI 748,412549005,,1479.08,solomon_islands_eez
CHN,ZHONGSHUI 767,412328755.0,9686132.0,71.2,vanuatu_eez
CHN,ZHONGSHUI 767,412328755.0,9686132.0,32.43,hsp5
CHN,ZHONGSHUI 767,412328755,9686132.0,741.05,hsp7
CHN,ZHONGSHUI 767,412328755.0,9686132.0,27.2,fiji_eez
CHN,ZHONGSHUI 767,412328755,9686132.0,914.59,solomon_islands_eez
CHN,ZHONGSHUI 768,412549009.0,9865300.0,3352.47,vanuatu_eez
CHN,ZHONGSHUI 768,412549009.0,9865300.0,201.55,hsp5
CHN,ZHONGSHUI 768,412549009.0,9865300.0,15.21,fiji_eez
CHN,ZHONGSHUI 768,412549009,9865300.0,2170.44,solomon_islands_eez
CHN,ZHONGSHUI 809,412326905.0,8629046.0,1325.59,vanuatu_eez
CHN,ZHONGSHUI 809,412326905.0,8629046.0,147.42,hsp5
CHN,ZHONGSHUI 809,412326905,8629046.0,914.4,hsp7
CHN,ZHONGSHUI 809,412326905.0,8629046.0,46.26,fiji_eez
CHN,ZHONGSHUI 809,412326905,8629046.0,2073.06,solomon_islands_eez
CHN,ZHONGSHUI 811,412326895.0,8653619.0,1223.26,vanuatu_eez
CHN,ZHONGSHUI 811,412326895,8653619.0,83.75,hsp4
CHN,ZHONGSHUI 811,412326895.0,8653619.0,58.57,hsp5
CHN,ZHONGSHUI 811,412326895,8653619.0,908.21,hsp7
CHN,ZHONGSHUI 811,412326895.0,8653619.0,50.24,fiji_eez
CHN,ZHONGSHUI 811,412326895,8653619.0,1887.86,solomon_islands_eez
CHN,ZHONGSHUI 917,412549917,1077438.0,10.48,hsp2
CHN,ZHONGSHUI 917,412549917,1077438.0,51.37,hsp1
CHN,ZHONGSHUI 917,412549917.0,1077438.0,10.42,hsp5
CHN,ZHONGSHUI 917,412549917,1077438.0,1344.37,hsp7
CHN,ZHONGSHUI 917,412549917,1077438.0,12.06,palau_eez
CHN,ZHONGSHUI 917,412549917,1077438.0,445.39,kirbati2_eez
CHN,ZHONGSHUI 917,412549917,1077438.0,31.47,png_eez
CHN,ZHONGSHUI 917,412549917.0,1077438.0,44.12,fiji_eez
CHN,ZHONGSHUI 917,412549917,1077438.0,4.53,solomon_islands_eez
CHN,ZHONGSHUI 927,412549927,1077440.0,14.86,hsp2
CHN,ZHONGSHUI 927,412549927,1077440.0,40.64,hsp1
CHN,ZHONGSHUI 927,412549927.0,1077440.0,15.89,hsp5
CHN,ZHONGSHUI 927,412549927,1077440.0,1189.81,hsp7
CHN,ZHONGSHUI 927,412549927,1077440.0,1.02,hsp6
CHN,ZHONGSHUI 927,412549927,1077440.0,7.68,palau_eez
